#circles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		 #rectangles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		
   8.2650625e-01   2.7110546e-01   2.6203714e-01  -2.1500510e-02           5.4326250e-01   3.9629806e-01   4.3739960e-01  -5.5813092e-03
   6.7490000e-01   2.9395203e-01   3.8799226e-01  -1.2440728e-03           7.7146250e-01   2.9111514e-01   2.8569179e-01  -1.4081121e-03
   4.7031250e-01   4.8506022e-01   5.1209473e-01   2.9110538e-02           7.8439375e-01   2.8649664e-01   2.6893931e-01  -1.9775496e-03
   6.8075625e-01   2.8566276e-01   4.2325260e-01  -1.4964282e-03           7.8276875e-01   2.8933896e-01   2.7742220e-01  -1.2562796e-03
   3.9438750e-01   6.1259655e-01   5.2219304e-01   2.0155765e-02           3.7841250e-01   5.5332348e-01   5.6133411e-01   1.0035176e-02
   8.0840000e-01   2.9239486e-01   2.5944294e-01   1.2741688e-02           6.2270000e-01   3.3895799e-01   3.7387176e-01   5.0582075e-03
   5.9751250e-01   3.6723205e-01   4.3914944e-01   3.0127188e-03           7.2305000e-01   3.0440908e-01   3.1801486e-01   1.6927828e-03
   4.0255000e-01   6.5405490e-01   4.0892784e-01   8.9646828e-04           5.8011250e-01   4.0380715e-01   4.2239010e-01  -4.5375018e-03
   5.7287500e-01   4.8056008e-01   3.6796570e-01   3.6624192e-03           5.7288750e-01   4.2035822e-01   3.7130048e-01  -8.9744369e-04
   4.9302500e-01   4.3664316e-01   4.8465200e-01   1.2036288e-02           7.6407500e-01   2.9164608e-01   2.9762025e-01   1.7963050e-03
   5.6759375e-01   4.1947901e-01   4.6097847e-01   2.0129267e-02           2.0921250e-01   7.1292425e-01   7.5270231e-01   3.1330758e-03
   7.9525625e-01   2.6106311e-01   3.0832430e-01   2.2276199e-03           7.3729375e-01   2.9880287e-01   3.0508394e-01   2.8267878e-03
   2.6935625e-01   6.8872302e-01   6.8469953e-01  -5.6274130e-03           2.4962500e-01   6.3418115e-01   7.2575701e-01   2.2412636e-03
   2.3380000e-01   6.9958154e-01   7.4368504e-01   7.7053207e-03           4.1915625e-01   4.6929783e-01   5.6343480e-01   2.3196002e-02
   4.7120000e-01   3.6747655e-01   5.9582934e-01  -6.3070117e-04           3.1025000e-01   6.3582357e-01   6.1561297e-01   1.7591031e-02
   4.8624375e-01   4.3380651e-01   5.4019598e-01   2.6889920e-03           5.5050625e-01   4.2143769e-01   3.9484871e-01   1.4926459e-02
   3.4049375e-01   5.5334535e-01   6.6802536e-01  -5.9584807e-03           3.0052500e-01   6.4453605e-01   6.1875539e-01   2.3283173e-02
   7.1466875e-01   3.5444500e-01   3.0683098e-01   2.6964571e-03           5.9315625e-01   4.1182318e-01   3.7071489e-01  -1.8606905e-02
   2.1356875e-01   7.5129775e-01   7.4711793e-01  -1.0411810e-02           6.2192500e-01   3.8957511e-01   3.4617211e-01  -3.0797267e-03
   2.8981875e-01   6.7481339e-01   6.5952027e-01   3.7391333e-03           6.0681250e-01   3.5824123e-01   4.3205646e-01  -7.6216757e-03
   4.0471250e-01   5.7487228e-01   5.4863417e-01   9.4063061e-03           7.3878750e-01   3.0392655e-01   3.0123130e-01   2.1378127e-03
   5.8825000e-01   3.5525612e-01   4.1418913e-01   3.4705079e-03           7.3008750e-01   3.0815873e-01   3.1203493e-01   1.3809299e-02
   4.1097500e-01   4.4362415e-01   6.1197222e-01  -1.8859938e-03           3.3688125e-01   5.5670310e-01   6.2816202e-01  -4.4546293e-02
   8.1583125e-01   2.5444787e-01   2.7188212e-01  -2.8768844e-03           6.8321250e-01   3.5509836e-01   3.3364527e-01  -2.0884359e-02
   4.0050625e-01   6.2298815e-01   4.8097083e-01   4.8044649e-03           5.6831250e-01   4.1845548e-01   3.8299402e-01   2.7602286e-02
   3.9225625e-01   5.8379252e-01   5.5689150e-01  -2.0332654e-03           8.0878125e-01   2.6732104e-01   2.7381001e-01   8.5905116e-04
   6.5167500e-01   3.5853768e-01   3.8971398e-01  -3.5194499e-03           3.0325625e-01   6.7345868e-01   5.9024117e-01   1.2439735e-03
   5.1813750e-01   3.6689428e-01   5.3795046e-01   2.7039789e-03           4.7852500e-01   4.8415414e-01   4.4863860e-01   1.5547941e-02
   6.1443750e-01   4.0990128e-01   4.1114145e-01   6.0816537e-06           4.9056875e-01   4.2395520e-01   5.0535122e-01   1.1305672e-02
   4.0240625e-01   5.6682002e-01   4.9253106e-01   1.1536402e-02           2.2055000e-01   7.0759352e-01   7.4447149e-01   1.7632492e-02
   4.8029375e-01   4.5472803e-01   5.0451561e-01   2.0958239e-03           3.4774375e-01   6.1756933e-01   5.8085213e-01   7.9367491e-03
   3.4974375e-01   5.9523938e-01   6.2587710e-01  -6.4476001e-03           7.4603750e-01   3.0766759e-01   3.1853419e-01   2.7059072e-03
   2.6748750e-01   6.9863312e-01   6.8844571e-01  -1.1160260e-02           6.2385625e-01   3.6830599e-01   3.6249027e-01   5.8017025e-03
   2.4863750e-01   6.8195813e-01   7.3895087e-01  -5.6186835e-03           5.2443750e-01   4.6257727e-01   3.9304742e-01   2.6195825e-02
   4.3216875e-01   5.1281724e-01   5.3938938e-01  -1.9710499e-02           3.8638125e-01   5.2031913e-01   5.9031302e-01   3.6191599e-02
   7.1328125e-01   3.3803354e-01   3.4017599e-01  -7.0442168e-03           4.9636250e-01   4.5162544e-01   4.4156183e-01   5.8702277e-03
   3.7981875e-01   6.4032019e-01   4.8843804e-01   2.5516641e-04           7.3716875e-01   2.9727952e-01   3.0771482e-01   8.0897148e-03
   7.4796250e-01   2.8452860e-01   3.0085683e-01   2.5762485e-03           2.1090625e-01   7.0537547e-01   7.6518548e-01   2.4779885e-03
   3.6340625e-01   4.6803564e-01   6.6394719e-01   2.7854637e-03           3.8118125e-01   5.6089848e-01   5.5502929e-01  -4.8427903e-02
   8.0034375e-01   2.7247047e-01   2.7736514e-01   1.5136789e-02           2.7010000e-01   6.9138742e-01   6.3150915e-01  -1.2929688e-02
   6.2386250e-01   4.3101816e-01   3.3602197e-01   1.4516801e-02           5.9571250e-01   3.8600266e-01   3.8436886e-01  -2.5660015e-03
   5.2900625e-01   4.2422864e-01   4.8462388e-01   6.6116350e-03           4.4489375e-01   5.2039981e-01   4.9985491e-01   2.2533485e-03
   2.9174375e-01   7.0097610e-01   6.3395290e-01  -1.9532538e-03           6.9490000e-01   3.3337379e-01   3.2900128e-01  -6.3414757e-03
   4.6446875e-01   5.2200545e-01   5.0452786e-01   2.3952348e-02           4.9276250e-01   4.9264221e-01   4.1517956e-01   2.2876990e-02
   3.7426250e-01   5.6062676e-01   6.0653196e-01  -5.1941059e-03           7.5713750e-01   2.9938368e-01   2.8412598e-01  -6.0522693e-03
   6.4307500e-01   3.5799511e-01   4.1168330e-01  -4.2533901e-03           7.4688125e-01   2.9806976e-01   3.0608515e-01   7.1286867e-03
   2.6936250e-01   7.0848640e-01   6.4399099e-01  -1.1026302e-02           2.8292500e-01   5.8086681e-01   7.0274759e-01  -1.3582953e-02
   6.5159375e-01   4.0540637e-01   3.2953149e-01   9.0476449e-03           3.0569375e-01   6.7974524e-01   5.9322014e-01  -1.7913628e-03
   5.0920625e-01   4.0183929e-01   5.2928944e-01   8.6327109e-03           3.2252500e-01   6.0190731e-01   6.2085966e-01  -2.1974709e-02
   7.1611250e-01   3.3993563e-01   3.3261866e-01  -3.3917791e-03           2.3647500e-01   6.4871398e-01   7.4364581e-01  -1.5496885e-02
   2.7802500e-01   6.9460017e-01   6.1558605e-01  -1.4047815e-02           5.5610000e-01   3.8011187e-01   4.3260565e-01  -1.8693409e-02
   7.5048125e-01   2.7682003e-01   3.0582854e-01   2.0904787e-03           4.0303750e-01   5.2943619e-01   5.3495362e-01   2.8548245e-02
   3.8833750e-01   5.6673675e-01   5.6451927e-01   2.3812877e-02           3.2921250e-01   6.0433074e-01   6.2642426e-01  -1.0036302e-02
   6.2217500e-01   3.6468975e-01   3.8589658e-01  -4.0483354e-02           3.7672500e-01   5.1947308e-01   5.7135527e-01  -1.2743656e-02
   4.7581875e-01   4.2356288e-01   5.2571855e-01   5.4193908e-03           6.4065625e-01   3.4225053e-01   3.6720872e-01   5.5434987e-03
   6.7979375e-01   3.0858855e-01   3.7863495e-01   1.2964397e-04           6.3050000e-01   3.4760685e-01   3.9633002e-01   7.7910045e-03
   3.9701250e-01   4.9509075e-01   6.2261654e-01   2.7366496e-02           4.7399375e-01   4.8957333e-01   4.7587841e-01  -3.2691225e-02
   6.5163125e-01   3.3380211e-01   3.6771204e-01  -5.7266119e-04           7.8308125e-01   2.8295922e-01   2.7533645e-01  -2.9599576e-03
   2.8978750e-01   6.8190850e-01   6.6027516e-01   2.8952475e-03           6.8334375e-01   3.4405423e-01   3.2294266e-01   6.5764530e-03
   2.7547500e-01   6.5408087e-01   7.0204949e-01   1.6905485e-03           5.2108125e-01   4.0889096e-01   4.7596993e-01   1.4062478e-02
   7.3646875e-01   3.1813581e-01   3.0696907e-01   3.0994408e-03           6.4384375e-01   3.2610699e-01   3.9832471e-01   2.2617024e-03
   5.7916875e-01   4.8161971e-01   3.5343422e-01  -1.0047343e-03           7.1964375e-01   3.2804043e-01   3.0271106e-01   3.5828071e-03
   4.2076250e-01   5.0805512e-01   5.7380157e-01   3.4318607e-02           6.4582500e-01   3.5438299e-01   3.6158784e-01  -5.8002620e-03
   2.9439375e-01   6.6763857e-01   6.7403201e-01  -2.3764842e-03           7.3970625e-01   3.3283233e-01   2.8751005e-01   2.5087087e-03
   3.0555625e-01   6.5248727e-01   6.4416516e-01   8.1868292e-04           3.6281250e-01   5.9267801e-01   5.5521381e-01  -2.7452190e-02
   5.5644375e-01   4.3299136e-01   4.2405699e-01   3.5303958e-03           4.1227500e-01   4.9191581e-01   5.6993026e-01   1.5772941e-02
   3.5326875e-01   6.2740577e-01   5.9147937e-01  -2.4674703e-02           7.4148750e-01   2.9387009e-01   3.1544049e-01   2.1542443e-02
   8.1231250e-01   2.9930463e-01   2.4970214e-01  -1.1404470e-03           4.1448125e-01   5.4467980e-01   5.0457736e-01   6.7182962e-03
   7.3754375e-01   2.6076066e-01   3.9350371e-01  -2.2596175e-05           3.4526250e-01   5.8158515e-01   6.0926483e-01  -2.9425638e-02
   3.4173750e-01   6.1176484e-01   6.3292690e-01   1.0463976e-02           6.7385000e-01   3.4577719e-01   3.3711154e-01  -1.5034600e-02
   6.5851250e-01   3.3635830e-01   3.8122344e-01  -2.7940425e-03           4.3147500e-01   4.5039973e-01   5.7654188e-01   6.6935054e-03
   6.1931875e-01   4.4120768e-01   3.2798700e-01  -5.2730357e-03           2.4373125e-01   6.8187225e-01   6.8772915e-01   1.5455541e-03
   2.9530625e-01   6.8695166e-01   6.3535215e-01  -1.1641428e-02           4.2367500e-01   5.4243037e-01   4.8250921e-01   6.6650922e-03
   2.9271875e-01   6.9358371e-01   6.2800657e-01  -1.8482373e-02           5.4646875e-01   4.5228667e-01   3.9792046e-01   2.8195085e-02
   7.9603750e-01   2.8543751e-01   2.7437351e-01  -1.5216238e-02           3.3573125e-01   6.5541359e-01   5.5446692e-01   2.6791425e-02
   3.4421875e-01   6.3727163e-01   5.7444184e-01  -8.3854075e-03           6.3208125e-01   3.5284789e-01   3.7586523e-01  -5.1187645e-03
   6.2308125e-01   3.6344440e-01   3.9845758e-01   1.3121589e-02           6.6035625e-01   3.6606467e-01   3.3194909e-01   8.5632004e-03
   5.3585625e-01   5.1756157e-01   3.8746131e-01   8.7207816e-03           2.1730625e-01   7.4444063e-01   7.2514258e-01  -1.1382484e-02
   2.4918125e-01   7.0251876e-01   7.0594594e-01   2.4111815e-02           4.8306875e-01   4.8430543e-01   4.5357299e-01  -1.3940275e-02
   2.8326875e-01   6.6007419e-01   6.8362059e-01   2.5679776e-02           2.7760000e-01   6.4722829e-01   6.6329650e-01   7.3373646e-03
   5.1026250e-01   4.4362219e-01   4.8732540e-01  -1.7959747e-02           2.3275625e-01   6.6662116e-01   7.1504154e-01  -2.5820529e-02
   3.8241250e-01   5.2007818e-01   6.0151056e-01  -3.2236884e-03           7.9445000e-01   2.7126843e-01   2.9806947e-01  -1.8885091e-03
   6.8925000e-01   3.0751209e-01   3.6381017e-01  -1.2305275e-03           7.3823750e-01   2.9311610e-01   3.1922321e-01   1.2537733e-02
   4.5003125e-01   4.5129999e-01   5.7872492e-01   1.9344855e-02           4.1067500e-01   5.2132220e-01   5.5389010e-01  -1.0844066e-02
   5.1012500e-01   4.1463668e-01   4.9652617e-01  -1.1081942e-02           2.9944375e-01   6.2652170e-01   6.4360178e-01   2.0413509e-02
   4.7590000e-01   5.2820998e-01   4.4581582e-01  -9.3072462e-03           6.1113750e-01   3.8766538e-01   3.6494096e-01   8.9056332e-03
   3.6944375e-01   6.1090616e-01   5.8738888e-01  -1.6860859e-02           2.6949375e-01   6.5195407e-01   6.7852904e-01  -5.0284965e-02
   6.3328125e-01   3.4245156e-01   3.8954708e-01  -1.8006247e-03           5.7830625e-01   3.8421406e-01   4.0232956e-01   4.0099621e-02
   2.8153125e-01   6.7562274e-01   6.6834249e-01  -3.3188879e-02           6.5483750e-01   3.5105031e-01   3.5097477e-01   1.2304050e-02
   4.1791875e-01   5.7284230e-01   4.9671176e-01  -6.7994830e-03           4.3706875e-01   5.2831286e-01   5.0445741e-01   3.4818175e-03
   7.0911250e-01   3.2817330e-01   3.6316083e-01   9.1096755e-03           2.3151875e-01   6.8565909e-01   7.1533440e-01  -3.7100127e-03
   4.6771250e-01   4.0906650e-01   5.8597453e-01   2.1295062e-04           5.3580000e-01   4.4778374e-01   4.3038463e-01  -2.8186707e-02
   5.4550625e-01   4.8156384e-01   4.3211448e-01   1.2178453e-02           3.9261875e-01   5.4895717e-01   5.7020913e-01   3.9225461e-03
   3.4693750e-01   6.2328046e-01   6.2399201e-01   1.5371772e-06           3.8998750e-01   5.0353654e-01   6.1317642e-01   5.9294724e-03
   5.9675000e-01   3.4259398e-01   4.5672885e-01  -1.0128388e-02           5.1804375e-01   4.5612064e-01   3.9167523e-01   3.0702069e-03
   2.1317500e-01   7.4657191e-01   7.5489545e-01   9.7238425e-05           3.7315625e-01   5.5588169e-01   5.7884642e-01  -4.0981681e-02
   2.8003750e-01   6.7676692e-01   6.8527431e-01  -7.0755207e-03           2.5746875e-01   6.8047909e-01   6.9483594e-01  -1.2720262e-02
   6.0332500e-01   4.2326556e-01   3.3852278e-01  -7.2926501e-04           5.7168750e-01   3.8318340e-01   4.2842130e-01   5.0439159e-03
   3.0453125e-01   6.0357023e-01   6.9291100e-01   3.0632644e-03           3.6860000e-01   5.7916781e-01   5.6355594e-01  -3.2104452e-03
   3.1596875e-01   6.5884484e-01   6.1521728e-01   1.7604547e-02           2.7022500e-01   6.9263434e-01   6.3288604e-01  -2.6802754e-02
   7.5715625e-01   2.8981113e-01   2.9990903e-01   1.7390429e-02           6.6716250e-01   3.4239483e-01   3.4211979e-01  -9.2260890e-03
   4.5748750e-01   5.8303575e-01   3.9646727e-01  -2.6611690e-03           6.8245625e-01   3.4513013e-01   3.0925313e-01  -8.2924491e-03
   2.7266875e-01   6.9163907e-01   6.8326436e-01   2.0472160e-02           5.4066875e-01   4.7170126e-01   4.0271584e-01   7.2007893e-03
   7.1807500e-01   2.8054472e-01   3.7829112e-01   2.6408489e-03           5.6537500e-01   3.7142559e-01   4.2042336e-01   8.9032912e-03
   3.7554375e-01   5.7495629e-01   5.9899544e-01  -3.3729147e-03           4.3308125e-01   5.1953466e-01   5.2043826e-01   2.3845384e-02
   7.0716875e-01   3.5787866e-01   3.3754186e-01   5.6791194e-03           6.4705000e-01   3.7357069e-01   3.3373359e-01  -9.3171839e-04
   6.5588750e-01   3.3292494e-01   3.3573949e-01   1.4592206e-02           4.8718125e-01   4.7574408e-01   4.7415992e-01  -1.3169597e-02
   6.4035625e-01   4.2303710e-01   3.2417596e-01   8.7351457e-03           4.0990000e-01   5.4173539e-01   5.2541347e-01   1.8066715e-03
   7.4935625e-01   2.9122210e-01   2.9266013e-01  -8.1049839e-03           7.4084375e-01   2.9425469e-01   3.1966753e-01   4.0841330e-03
   8.0183750e-01   2.8787353e-01   2.6195004e-01  -3.9377064e-03           3.1194375e-01   6.0345070e-01   6.5422540e-01   2.2448189e-02
   6.7920000e-01   3.1559357e-01   3.4577368e-01  -7.5200845e-04           2.6122500e-01   6.7744467e-01   6.9163498e-01  -3.8800085e-04
   3.0211250e-01   6.2509428e-01   6.8453093e-01  -1.0684407e-02           6.3932500e-01   3.7305722e-01   3.5323736e-01   5.0363729e-03
   5.5634375e-01   4.2289437e-01   4.5247682e-01   1.0929558e-02           5.1950000e-01   4.2351281e-01   4.6248309e-01  -1.8840778e-02
   2.5892500e-01   7.1863389e-01   6.8422352e-01   6.4065992e-03           3.5258750e-01   6.2993965e-01   5.5075552e-01   8.0874711e-03
   6.3931875e-01   3.4003627e-01   4.0664480e-01   5.3086777e-03           2.3656875e-01   7.4933370e-01   6.5014736e-01   7.1358897e-04
   7.3320625e-01   3.1144410e-01   3.0883269e-01   1.6409067e-02           2.9333750e-01   6.3295259e-01   6.5333246e-01   1.1372672e-02
   3.8424375e-01   5.8497162e-01   5.6499028e-01  -1.2716916e-02           4.2384375e-01   5.1083064e-01   4.9752498e-01   2.9111116e-02
   8.1179375e-01   2.8586973e-01   2.6397759e-01   3.0101000e-03           7.1058750e-01   3.3230727e-01   3.1036313e-01  -7.3516990e-03
   3.6535000e-01   5.9366993e-01   5.8773448e-01   1.4812135e-02           6.0391875e-01   3.8358895e-01   4.0732683e-01   1.8261939e-02
   4.8515625e-01   5.0815528e-01   5.0072196e-01  -1.3581370e-02           6.8768750e-01   3.1829010e-01   3.4412330e-01   5.0680851e-04
   6.5763125e-01   3.9126436e-01   3.5911187e-01   5.9596218e-04           8.2052500e-01   2.6982357e-01   2.6411326e-01   1.8904538e-03
   5.8003750e-01   4.6103205e-01   3.5016468e-01   4.2825277e-03           8.0300000e-01   2.7622201e-01   2.6397874e-01  -2.1185596e-03
   4.4820625e-01   4.8751428e-01   5.5770285e-01   1.2114863e-02           6.5649375e-01   3.5321025e-01   3.5112110e-01  -1.2342276e-02
   6.7018125e-01   4.1883542e-01   2.9469561e-01   3.0523316e-03           4.3235625e-01   4.3550407e-01   5.8189079e-01  -4.4870492e-04
   2.2740625e-01   7.0635753e-01   7.4829048e-01   9.3776747e-04           6.3598125e-01   3.5653058e-01   3.6948621e-01  -1.1774746e-02
   5.6622500e-01   5.0500911e-01   3.3248458e-01  -1.3361939e-03           4.7713125e-01   4.8465673e-01   4.9945956e-01  -9.0931759e-04
   3.1948125e-01   6.3749827e-01   6.5453664e-01   1.8743011e-03           2.5530625e-01   6.3796274e-01   7.2395303e-01  -2.9495307e-02
   3.1986250e-01   6.6614648e-01   6.1422291e-01   2.7426564e-04           3.8260000e-01   5.2906119e-01   5.7128363e-01   4.6005269e-02
   4.3470000e-01   4.9251164e-01   5.5234900e-01  -2.6838944e-02           5.4399375e-01   4.3226286e-01   4.0340700e-01   3.1464466e-03
   7.8128125e-01   2.7573642e-01   3.0544087e-01   1.8712243e-02           4.5477500e-01   4.7626651e-01   5.2072996e-01  -3.5375179e-02
   8.2420625e-01   2.5868501e-01   2.6306110e-01  -1.6242470e-04           4.8957500e-01   5.0743387e-01   4.2614489e-01  -1.5668869e-02
   3.6033125e-01   5.9687911e-01   6.0097165e-01  -2.6472349e-02           7.6731875e-01   2.9368591e-01   2.8462992e-01  -1.0554918e-02
   5.7148750e-01   4.6366009e-01   3.7652970e-01   3.6005148e-03           5.8811875e-01   3.9617878e-01   3.9582280e-01  -7.5206496e-03
   4.4560000e-01   4.9310966e-01   5.1552598e-01  -5.2997098e-03           7.2841875e-01   3.0122255e-01   3.2565892e-01   1.1830540e-02
   7.3710625e-01   2.8693362e-01   3.4396528e-01  -6.2281572e-03           7.7831250e-01   2.9374443e-01   2.7919948e-01   9.2319035e-03
   6.3738750e-01   4.0658168e-01   3.8369141e-01   1.1582990e-02           6.2500625e-01   4.0094494e-01   3.3623090e-01  -1.1035357e-02
   8.0565000e-01   2.6046996e-01   2.7921806e-01   5.7509952e-03           2.3558125e-01   6.8049612e-01   7.3495436e-01  -5.6505635e-03
   5.8611250e-01   3.6828501e-01   3.9845242e-01  -8.2666001e-03           7.2606875e-01   3.0240544e-01   3.1677683e-01  -3.5667537e-03
   6.9260000e-01   3.2761556e-01   3.1834415e-01   2.7699199e-02           6.8557500e-01   3.4233261e-01   3.0950980e-01   1.3430272e-03
   7.0851250e-01   3.1663442e-01   3.5511344e-01  -7.6240931e-04           7.5775000e-01   2.8263331e-01   3.2681330e-01  -2.2163924e-03
   7.3227500e-01   3.0113180e-01   3.2277564e-01  -4.0266046e-03           5.1753125e-01   4.2640501e-01   4.3965863e-01  -1.4232373e-02
   6.0712500e-01   3.6196359e-01   4.2113476e-01  -6.4004732e-03           7.3713750e-01   2.9580764e-01   3.0608370e-01  -9.1543090e-03
   2.8091875e-01   6.7547025e-01   6.6186364e-01   2.5734536e-02           5.9881250e-01   3.6660936e-01   3.9926485e-01   9.0365817e-04
   6.0702500e-01   3.7364700e-01   4.2819790e-01   3.8273448e-02           2.6151875e-01   6.5125610e-01   7.1604239e-01  -7.1668606e-03
   3.7445000e-01   5.8693613e-01   5.9797480e-01   1.5945915e-03           7.6036250e-01   3.1642989e-01   2.8007466e-01   9.5435775e-03
   5.7246250e-01   4.4933494e-01   3.7201338e-01   3.6356966e-03           2.8135000e-01   6.7038579e-01   6.4603469e-01   2.8880836e-02
   6.1150000e-01   4.2589196e-01   3.6841523e-01  -1.4295396e-03           5.6705000e-01   4.3337696e-01   3.8846927e-01  -1.0854900e-02
   5.3197500e-01   4.7157618e-01   4.7262152e-01  -1.0239574e-05           7.8161250e-01   2.8974434e-01   2.7320267e-01   3.4296745e-04
   5.0688750e-01   4.9085127e-01   4.9186396e-01   5.5878129e-07           6.9371875e-01   3.1081329e-01   3.4941518e-01  -9.5146069e-03
   6.0360625e-01   3.5729710e-01   4.1724447e-01   1.1510901e-02           2.3641250e-01   6.9161978e-01   7.1885166e-01   7.8058476e-03
   5.3352500e-01   3.3060835e-01   5.5790342e-01  -2.1715428e-04           8.2883750e-01   2.6482972e-01   2.6307629e-01  -3.8880011e-03
   7.2505625e-01   3.7901652e-01   2.7987637e-01   1.2416169e-03           3.6948750e-01   5.7957626e-01   5.4998487e-01   3.9508497e-02
   5.0306875e-01   4.6379541e-01   4.8569652e-01  -3.4532600e-02           7.6785000e-01   3.0501876e-01   2.7639842e-01   1.7601317e-03
   3.7326250e-01   5.1161551e-01   6.1541116e-01   2.5989953e-03           7.7771250e-01   2.8967697e-01   2.8080971e-01  -6.3591352e-03
   5.5293125e-01   3.7430690e-01   5.0074369e-01   8.1225894e-04           3.0750625e-01   6.3753208e-01   6.2695089e-01  -1.7220807e-02
   2.5298750e-01   6.5300542e-01   7.4203125e-01   2.0653778e-02           7.9496250e-01   2.8693358e-01   2.7101443e-01  -1.5452626e-02
   6.0256250e-01   3.8897077e-01   4.0977034e-01   5.6269325e-04           1.9892500e-01   7.2453203e-01   7.6594072e-01   2.0782396e-02
   6.7081250e-01   3.5328924e-01   3.1946871e-01  -5.6988196e-03           4.6206250e-01   4.7663844e-01   4.9024387e-01   4.7279640e-03
   7.1114375e-01   3.0141575e-01   3.7447052e-01   3.9581093e-03           7.3651875e-01   3.0256539e-01   3.0804981e-01  -1.5520582e-03
   5.4198750e-01   4.2964616e-01   4.7778265e-01  -1.5115551e-02           3.9221875e-01   5.5931531e-01   5.4723902e-01  -1.8518886e-02
   7.6059375e-01   3.6272047e-01   2.6138345e-01  -5.7148888e-05           6.6006875e-01   3.4010900e-01   3.5993500e-01   6.9620271e-03
   6.0581250e-01   3.2266082e-01   4.5310193e-01   1.0166287e-03           4.9503750e-01   4.2211286e-01   5.2240140e-01  -1.7724341e-02
   3.1625000e-01   6.0810423e-01   6.7547588e-01  -2.4251932e-03           4.3846875e-01   5.2376715e-01   4.6765376e-01  -2.2080264e-02
   4.8145000e-01   4.2039059e-01   5.3970332e-01  -2.4144529e-03           5.1795625e-01   4.4116994e-01   4.1444362e-01  -7.2636806e-03
   2.4680000e-01   7.1691428e-01   7.1753287e-01  -1.9964168e-06           5.8080625e-01   4.0772076e-01   4.0246473e-01  -1.8395773e-03
   3.8128750e-01   5.8663737e-01   5.7345135e-01   1.2066237e-02           3.0005000e-01   6.2181492e-01   6.5500967e-01   3.3544418e-04
   6.9501250e-01   3.8179923e-01   2.9449401e-01   5.2159243e-03           5.2403125e-01   4.5663027e-01   4.2038898e-01  -3.7298583e-02
   2.3795625e-01   7.1278267e-01   7.3506980e-01   1.5721134e-04           5.1823750e-01   4.4037746e-01   4.6476470e-01   3.0791300e-02
   4.0731250e-01   5.6326606e-01   5.5974897e-01   1.1234866e-02           7.0173125e-01   3.1991239e-01   3.1366867e-01   4.9496604e-04
   3.0330625e-01   6.4625243e-01   6.6819354e-01   7.2117965e-03           4.4568125e-01   5.6690495e-01   4.3060485e-01   1.0076139e-03
   4.4370000e-01   4.7919274e-01   5.6258907e-01  -2.4328492e-03           7.0874375e-01   3.0725134e-01   3.4479275e-01  -9.7305762e-03
   4.3978750e-01   4.9379899e-01   5.6210220e-01  -4.0709222e-02           7.7523125e-01   2.8318957e-01   2.9728264e-01   4.3597583e-03
   8.1373750e-01   2.8097328e-01   2.8088633e-01   2.9880675e-02           4.1826875e-01   4.8346361e-01   5.4726641e-01   1.1128315e-02
   5.9871250e-01   3.1999918e-01   4.9045336e-01   1.8302931e-03           3.8334375e-01   5.4676296e-01   5.8495467e-01   4.8513176e-03
   5.8447500e-01   4.7111909e-01   3.4901555e-01  -6.3598246e-03           4.7618125e-01   4.7284510e-01   4.6987526e-01  -3.4992721e-02
   7.7690625e-01   2.6744330e-01   2.8813506e-01   1.8910530e-04           2.3781875e-01   6.9348933e-01   7.1811316e-01   3.8812255e-02
   7.6299375e-01   2.9395706e-01   2.7572858e-01  -1.1248887e-02           3.5250625e-01   5.2075876e-01   6.3922321e-01  -4.5361423e-03
   6.0724375e-01   4.1522230e-01   4.1640854e-01  -5.3274101e-07           5.7276250e-01   4.1624585e-01   3.8402548e-01   1.1629527e-02
   4.2113125e-01   5.4680683e-01   4.9964631e-01  -7.5315682e-03           3.5526875e-01   6.0195519e-01   5.5628490e-01   3.6806476e-02
   5.2126875e-01   4.3842453e-01   4.8720487e-01  -9.8069343e-03           5.6811875e-01   3.9823220e-01   4.3152782e-01   1.3889427e-02
   7.0105625e-01   3.9439036e-01   2.8076325e-01  -1.3731376e-03           4.7165000e-01   4.7846189e-01   4.7037401e-01  -2.1284418e-02
   7.9854375e-01   2.8739069e-01   2.6263948e-01  -1.3111816e-03           4.3878125e-01   5.1576993e-01   5.2971190e-01   6.8765634e-03
   4.1963750e-01   5.4409350e-01   5.0489934e-01  -3.1704048e-03           6.2438125e-01   3.4561310e-01   4.0443074e-01  -3.9173350e-03
   2.1780000e-01   7.1463670e-01   7.5129045e-01  -2.0420887e-03           3.4510625e-01   6.1966201e-01   5.7142505e-01   2.1001567e-03
   3.3346250e-01   6.4084456e-01   6.2035084e-01  -1.7351165e-02           7.0775625e-01   3.3420608e-01   3.1184235e-01  -1.8715810e-02
   6.9639375e-01   3.3612919e-01   3.4596185e-01   1.8312121e-03           4.3515625e-01   5.1772365e-01   5.2082897e-01  -3.0154538e-02
   4.0620000e-01   5.7206268e-01   5.7293813e-01  -2.3378860e-05           6.4857500e-01   3.5325958e-01   3.5300599e-01  -1.6446001e-02
   4.7593125e-01   4.7113980e-01   5.1505903e-01  -1.4118834e-02           4.5716875e-01   4.9186687e-01   5.1700386e-01   4.2974944e-02
