#circles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		 #rectangles #f_b 	 kappa_11 	 kappa_22 	 kappa_12 		
   6.2963125e-01   3.7435566e-01   4.0316743e-01   3.6405747e-03           5.8228125e-01   4.1194751e-01   3.8942389e-01   1.2276640e-03
   4.8745000e-01   3.9748250e-01   5.4321742e-01   1.0327823e-03           7.5206250e-01   3.0358262e-01   2.9114608e-01   4.8730174e-03
   7.5562500e-01   3.6442521e-01   2.6293693e-01  -2.2100460e-04           6.3400625e-01   3.4942989e-01   3.8649710e-01  -9.9026453e-03
   2.8841250e-01   6.9379544e-01   6.3866305e-01   6.3334163e-03           8.1419375e-01   2.7234702e-01   2.7512849e-01  -2.5696325e-03
   2.9346875e-01   7.0589407e-01   6.0932134e-01  -1.6986032e-02           2.5852500e-01   6.8791977e-01   6.8794587e-01   2.2122107e-02
   3.0772500e-01   6.1576713e-01   6.7528682e-01  -1.7589613e-03           3.2981250e-01   5.3431843e-01   6.4752575e-01  -6.1876042e-03
   8.0085000e-01   2.9086326e-01   2.6472660e-01   4.9698469e-03           5.3090000e-01   4.3004682e-01   4.3463167e-01   1.4091013e-02
   6.5975000e-01   3.2841981e-01   3.5920910e-01   3.8176330e-03           2.6110000e-01   6.7117959e-01   6.6425602e-01   4.0222194e-02
   2.1084375e-01   7.5264440e-01   7.5386753e-01  -1.7197033e-03           3.2560000e-01   6.0681360e-01   6.3213174e-01   5.9592749e-03
   6.2588750e-01   3.7049218e-01   4.1729161e-01   1.8032658e-03           4.9960625e-01   4.4192729e-01   4.6817304e-01  -1.3866131e-02
   6.6280625e-01   2.9191862e-01   4.3496311e-01   6.0278911e-04           4.8631875e-01   4.4886707e-01   5.0514542e-01   5.4227747e-03
   7.7907500e-01   2.6508074e-01   2.8171163e-01   5.6754498e-04           5.5079375e-01   4.1588409e-01   4.3718648e-01   2.1048466e-02
   2.8520000e-01   6.9845831e-01   6.1794896e-01  -1.9937959e-02           7.6414375e-01   2.9799228e-01   2.9361463e-01  -2.9980235e-03
   4.3593125e-01   4.6063920e-01   5.8157569e-01   1.6599249e-02           7.2255625e-01   3.2789545e-01   3.0103551e-01   1.3215915e-02
   5.4681875e-01   4.9979971e-01   3.8404031e-01  -6.0594137e-03           4.9288750e-01   4.6625232e-01   4.5118071e-01  -2.5640311e-02
   2.1541250e-01   7.3801584e-01   7.5691360e-01   6.6172514e-05           2.9568125e-01   6.3213465e-01   6.4046190e-01  -1.5929302e-02
   3.6439375e-01   6.4164281e-01   5.4880480e-01  -4.1710294e-03           7.4300000e-01   3.2304825e-01   2.8740040e-01  -7.7970644e-03
   4.2427500e-01   5.7065771e-01   5.3132957e-01   1.0776320e-02           2.3870625e-01   6.9649175e-01   7.0603933e-01  -2.8736074e-02
   6.1255625e-01   3.0612959e-01   4.8318416e-01   3.7583625e-04           5.3296250e-01   4.3388571e-01   4.1750209e-01   9.4563888e-03
   3.1815625e-01   5.7680715e-01   6.9334434e-01  -1.2396737e-03           5.9760625e-01   4.1300166e-01   3.6571411e-01   6.9244676e-03
   5.8374375e-01   3.4087415e-01   4.6421556e-01  -7.6003385e-03           3.6326250e-01   5.7683424e-01   5.5509419e-01  -2.8323210e-02
   7.1953750e-01   3.7471810e-01   2.8941304e-01   5.6593942e-03           3.9200000e-01   5.5069198e-01   5.7347596e-01  -6.7002890e-02
   2.5993750e-01   7.0266499e-01   6.9669812e-01   1.1313364e-02           5.3792500e-01   4.1913004e-01   4.2400872e-01  -5.1003461e-03
   4.3823125e-01   4.2600713e-01   5.9958621e-01  -5.5834091e-03           6.5770000e-01   3.5881557e-01   3.4306180e-01   1.0445488e-02
   6.6011250e-01   3.1340309e-01   3.9340920e-01  -9.6973443e-04           5.7936875e-01   4.0120787e-01   3.6986272e-01   5.7377473e-03
   8.2296250e-01   2.6797529e-01   2.7949079e-01  -5.9354280e-03           4.2180625e-01   5.5413464e-01   5.0808569e-01   1.4620410e-02
   7.0448125e-01   2.8345658e-01   3.9602585e-01  -2.2791927e-04           7.3912500e-01   3.2123548e-01   2.9179506e-01  -1.1217680e-02
   2.7496250e-01   7.0804676e-01   6.5419591e-01   1.5494605e-02           4.3583125e-01   5.1757317e-01   5.0891125e-01  -4.7028978e-03
   5.2151875e-01   4.8100395e-01   4.7977906e-01  -1.3388542e-03           6.6458750e-01   3.4549718e-01   3.3670544e-01  -1.0545096e-02
   2.2265000e-01   7.3692297e-01   7.3072998e-01  -3.4452674e-03           3.4796250e-01   5.7514829e-01   5.9981721e-01   1.8321467e-02
   2.2871250e-01   7.0042691e-01   7.5127683e-01   1.3466220e-02           4.4905000e-01   4.6403721e-01   5.2514236e-01   2.1138504e-02
   7.2488125e-01   2.8725214e-01   3.2976801e-01  -4.2980753e-03           7.8987500e-01   2.6575996e-01   2.9981848e-01  -2.1009201e-04
   3.4069375e-01   5.9147830e-01   6.4741934e-01  -8.7961347e-03           7.7485000e-01   2.9066583e-01   2.8569767e-01   2.4852087e-03
   4.4471250e-01   4.7618221e-01   5.5428970e-01  -1.0570133e-03           6.6863125e-01   3.3750801e-01   3.4651271e-01  -4.1557574e-03
   6.2748125e-01   4.0492153e-01   3.9653932e-01  -1.5639661e-02           4.2881875e-01   4.7064502e-01   5.5014089e-01  -4.3761366e-03
   6.4619375e-01   3.5287852e-01   3.5497767e-01   1.0782570e-02           4.4426875e-01   4.8025739e-01   5.0570670e-01   2.9635807e-02
   3.1479375e-01   6.4171555e-01   6.3582989e-01  -3.4344334e-03           4.4667500e-01   4.5850257e-01   5.3848979e-01  -1.2971685e-03
   4.4865625e-01   5.6979940e-01   4.5963080e-01  -4.6043958e-03           5.5962500e-01   4.5518996e-01   3.7475853e-01   7.8203632e-03
   5.5229375e-01   4.1512678e-01   4.7547186e-01   5.5408197e-03           6.0510000e-01   3.7718089e-01   3.7999850e-01   3.6661291e-03
   6.5972500e-01   3.8595050e-01   3.6399965e-01   2.0451918e-02           5.5754375e-01   4.1282241e-01   4.1554675e-01   1.2847299e-03
   4.8291250e-01   5.0986445e-01   4.6304055e-01  -2.2673767e-02           4.1888125e-01   4.4583953e-01   5.6900159e-01   2.9879271e-03
   3.9930625e-01   5.1768708e-01   6.1725372e-01  -1.3681158e-02           4.7226250e-01   4.7728588e-01   4.6491752e-01   3.6463437e-02
   6.5033125e-01   3.5666967e-01   3.7644837e-01   6.1738506e-02           2.9974375e-01   6.6992308e-01   6.3308950e-01   8.9340743e-04
   5.6398750e-01   4.1727333e-01   3.4938254e-01   3.1715915e-03           2.0597500e-01   7.4236090e-01   7.1590435e-01   4.1597815e-03
   8.0319375e-01   2.6650700e-01   2.7018581e-01  -2.2119051e-03           4.6524375e-01   5.1029042e-01   4.6293479e-01  -1.9887043e-02
   3.1102500e-01   6.5962772e-01   5.9476778e-01  -7.4322695e-03           7.5629375e-01   2.9047859e-01   2.9693279e-01  -1.9588516e-02
   4.9351875e-01   4.8594384e-01   5.0952529e-01  -4.1617564e-03           4.6533750e-01   4.2332567e-01   5.3984681e-01   5.3534423e-03
   5.5040000e-01   4.6007507e-01   3.5960806e-01   4.8286807e-04           8.1548750e-01   2.6768348e-01   2.5946309e-01  -1.0613041e-03
   5.6040000e-01   3.9554777e-01   4.4629159e-01  -1.0215782e-02           5.1914375e-01   4.1766934e-01   4.5052622e-01   1.3755733e-02
   4.9070625e-01   4.5444215e-01   4.6884206e-01  -3.8341939e-03           2.5533750e-01   6.9924782e-01   6.7130268e-01  -4.8213422e-03
   7.3490625e-01   2.7864107e-01   3.4007894e-01  -5.5928704e-03           4.3353750e-01   5.1111630e-01   4.9813437e-01  -2.9018007e-02
   6.9122500e-01   3.6295480e-01   3.3835711e-01   2.0620291e-02           7.3488750e-01   3.0346394e-01   3.0653217e-01  -9.0148576e-04
   5.2605625e-01   3.7054015e-01   5.2072909e-01  -2.2584522e-03           5.5114375e-01   4.2329178e-01   4.4311098e-01  -1.2223291e-02
   5.3401875e-01   4.6462331e-01   4.2323258e-01   1.3102170e-03           7.8939375e-01   2.8571670e-01   2.6896026e-01  -5.6898010e-03
   4.3895625e-01   5.6061943e-01   4.9379987e-01   2.1203917e-02           6.9359375e-01   3.2746037e-01   3.2982452e-01   3.7242827e-03
   6.0651250e-01   3.7649076e-01   4.3105642e-01   1.1062746e-02           4.3988125e-01   5.1032739e-01   4.9824957e-01  -2.2955065e-02
   6.2150625e-01   4.2672132e-01   3.4663555e-01   4.3795875e-04           4.3044375e-01   5.1562138e-01   5.2478883e-01  -7.7350087e-03
   6.1178750e-01   3.8119035e-01   4.0782377e-01   1.1489823e-02           6.6722500e-01   3.5202078e-01   3.3367929e-01  -4.0380136e-03
   5.7398750e-01   3.8417935e-01   4.3146902e-01   6.1155827e-03           4.4072500e-01   5.4141327e-01   4.8457970e-01   2.0490730e-02
   7.6782500e-01   2.8686931e-01   2.9387019e-01   2.5308402e-03           6.2898750e-01   3.6789518e-01   3.7049067e-01   3.9068903e-02
   7.8186250e-01   2.8581863e-01   2.9174594e-01   2.4227256e-03           2.0481250e-01   7.1976203e-01   7.2845261e-01   1.0046621e-02
   4.8961875e-01   4.3029079e-01   5.4249149e-01   3.7989173e-04           7.9294375e-01   2.7730227e-01   2.7646916e-01  -2.6047353e-03
   6.1594375e-01   3.5291598e-01   3.5585189e-01   1.1358694e-02           5.4246250e-01   4.1319127e-01   4.3407260e-01  -1.2351943e-02
   2.8114375e-01   6.8525671e-01   6.8286678e-01   7.6970924e-04           7.3475000e-01   2.9985932e-01   3.0805101e-01   1.8623183e-03
   7.0402500e-01   3.2436821e-01   3.3804694e-01  -1.0699038e-02           2.4978125e-01   6.8192870e-01   7.1095850e-01  -4.9513896e-03
   6.3253750e-01   3.5558272e-01   3.6628958e-01   8.4921282e-03           7.3116250e-01   3.0473536e-01   2.9982063e-01  -1.0698379e-02
   6.7556250e-01   3.2718083e-01   3.2850666e-01  -3.0708417e-03           7.3001875e-01   3.1371079e-01   2.9631584e-01   1.3795534e-03
   6.2206250e-01   3.0526263e-01   4.5227586e-01  -9.4176629e-04           4.9513750e-01   4.5079291e-01   4.6677990e-01   9.4853096e-03
   6.3539375e-01   4.2201425e-01   3.3773248e-01   6.0119793e-03           3.7331875e-01   5.0671370e-01   6.0027274e-01  -2.4998644e-02
   5.3213750e-01   4.7438648e-01   3.9777501e-01   4.2003810e-03           4.1481875e-01   5.0866284e-01   5.3969453e-01   1.1225192e-02
   5.5605625e-01   4.9440842e-01   3.5583415e-01  -1.8353293e-03           5.2605625e-01   4.3934279e-01   4.1956241e-01  -3.6737151e-03
   2.0956875e-01   7.5437724e-01   7.5502041e-01   1.0547770e-05           3.5527500e-01   5.8514000e-01   6.0148623e-01  -2.4201952e-02
   2.7965625e-01   7.0290879e-01   6.2450980e-01  -2.5587822e-02           8.2513125e-01   2.6983986e-01   2.6404236e-01   1.1552227e-03
   3.8010000e-01   4.9271046e-01   6.1397439e-01  -1.2501033e-02           7.8413750e-01   2.7593589e-01   2.8356653e-01   5.3332644e-03
   5.6463125e-01   4.3365517e-01   4.4573440e-01   3.8838773e-03           7.6555625e-01   2.9553232e-01   2.7844027e-01   7.8114359e-03
   3.4729375e-01   5.6459953e-01   6.4551890e-01  -1.5645571e-02           5.8555000e-01   4.2889686e-01   3.6830284e-01  -3.5373425e-03
   4.4623125e-01   4.8954749e-01   5.3418039e-01  -1.7086400e-03           7.6756875e-01   2.7572950e-01   3.0133327e-01   2.1646038e-03
   6.9521875e-01   3.2550378e-01   3.3278074e-01   1.2089837e-02           7.0021250e-01   3.1881651e-01   3.3044044e-01   1.0101250e-02
   5.9801250e-01   3.5684680e-01   4.2208603e-01  -1.2344529e-03           3.3051875e-01   6.1088933e-01   6.0190444e-01  -2.7153790e-03
   7.2662500e-01   2.9411541e-01   3.3078250e-01   9.4815888e-03           6.7090000e-01   3.5712000e-01   3.2508789e-01   1.0494352e-02
   7.1353125e-01   2.7188707e-01   3.9967402e-01  -1.1009179e-03           3.7668125e-01   5.7171513e-01   5.5649926e-01  -5.5412958e-03
   6.4248750e-01   3.5307152e-01   3.9326268e-01   2.2520482e-03           5.1298750e-01   4.5027609e-01   4.4907381e-01  -2.5538155e-02
   4.4245000e-01   5.2295140e-01   5.4757475e-01   2.2341001e-02           4.2855000e-01   5.0560821e-01   5.1986478e-01  -1.0458330e-02
   4.7469375e-01   4.1790760e-01   5.6687954e-01   8.8806929e-03           3.8685000e-01   5.4441148e-01   5.9180900e-01   1.1397131e-02
   4.7128750e-01   4.7852577e-01   5.2221584e-01  -7.0774366e-03           4.1098125e-01   5.3205447e-01   5.2034170e-01  -3.4205940e-03
   2.0193750e-01   7.7108251e-01   7.2408765e-01  -2.5664936e-02           2.3828750e-01   6.0993144e-01   7.6662966e-01   1.9796186e-02
   5.9735000e-01   3.5829222e-01   4.4965348e-01  -4.8769908e-03           8.2640625e-01   2.6204880e-01   2.6427932e-01   8.9419360e-03
   4.0103125e-01   5.0592541e-01   5.7024835e-01   3.0418886e-02           3.4676250e-01   5.9949370e-01   5.8023371e-01   2.7964895e-02
   7.5970000e-01   3.0119479e-01   2.8672158e-01  -1.4634920e-02           2.6152500e-01   7.1241503e-01   6.5803265e-01  -2.6823109e-02
   4.2694375e-01   4.9240352e-01   5.6069624e-01   2.3304580e-02           4.7152500e-01   5.1273311e-01   4.2714434e-01  -4.3188223e-03
   4.2223750e-01   5.5868892e-01   5.5955518e-01  -1.3473715e-05           5.5686250e-01   4.4212440e-01   3.7926617e-01  -2.9495081e-02
   7.0976250e-01   3.0405939e-01   3.0120037e-01  -9.0470569e-03           5.0188125e-01   4.5180709e-01   4.7675185e-01   1.9087960e-02
   6.0305000e-01   3.8054394e-01   4.2911181e-01   8.8354767e-03           4.3788750e-01   4.8328710e-01   5.2326660e-01   9.6219507e-03
   8.3317500e-01   2.5691120e-01   2.6509877e-01  -1.8818074e-03           4.3071250e-01   4.3938163e-01   5.6203684e-01  -1.0743589e-03
   7.4975625e-01   2.9578558e-01   3.2590218e-01   6.1063570e-03           5.1211875e-01   4.4323092e-01   4.3882082e-01   4.7145495e-02
   7.3955000e-01   2.9799166e-01   3.0901732e-01   1.1946430e-02           3.0311875e-01   6.4875214e-01   6.4299662e-01   1.5379735e-02
   3.4125000e-01   5.8259870e-01   6.3185030e-01  -1.8985916e-02           3.5878750e-01   5.9150170e-01   5.7038117e-01   4.1010841e-02
   6.0990625e-01   3.3120446e-01   4.5742112e-01  -3.8512341e-04           7.0844375e-01   3.1092110e-01   3.2931253e-01  -3.5923734e-03
   6.6397500e-01   4.3510558e-01   2.8890920e-01   1.8136675e-04           5.9014375e-01   3.8182549e-01   4.0076214e-01  -2.1379187e-03
   6.7647500e-01   3.1616617e-01   3.3855252e-01  -8.8560195e-04           7.6529375e-01   3.0505294e-01   2.8441354e-01   4.9920985e-03
   7.4680000e-01   3.3498849e-01   2.7314604e-01   1.1757819e-02           2.2623125e-01   7.0550187e-01   7.1527048e-01   3.5107705e-03
   7.5900625e-01   3.3721563e-01   2.7789051e-01   2.9349490e-03           6.3180000e-01   3.7378382e-01   3.4958620e-01   1.9346284e-03
   7.1511250e-01   3.0343995e-01   2.9605778e-01  -1.1097207e-03           8.0351250e-01   2.6464954e-01   2.8766395e-01  -6.0397138e-03
   6.1121250e-01   4.1057217e-01   4.1843821e-01  -5.8785398e-03           5.5505000e-01   4.0704911e-01   4.1838003e-01   1.5487262e-02
   7.5683125e-01   2.9909535e-01   3.1888656e-01  -1.5408449e-02           6.7535625e-01   3.4453282e-01   3.4210247e-01  -9.7388526e-03
   7.8963125e-01   2.9541127e-01   2.7550201e-01   7.8552221e-03           5.6043750e-01   4.0911404e-01   4.3219069e-01   9.9674000e-03
   2.9156250e-01   5.9859204e-01   7.1607289e-01   1.2892773e-03           5.6096250e-01   4.4110314e-01   3.7700403e-01  -4.6937981e-03
   6.9699375e-01   3.6241573e-01   3.1181480e-01   5.6664511e-04           2.0299375e-01   7.2447378e-01   7.4931354e-01  -4.1818337e-04
   7.0946875e-01   3.1463798e-01   3.3410287e-01  -2.5149936e-03           5.8808125e-01   3.6302503e-01   3.9949057e-01  -9.8234681e-03
   7.5485000e-01   3.0525388e-01   3.0006937e-01   2.2994608e-03           7.4256250e-01   3.0177790e-01   3.0455061e-01   3.8503114e-03
   8.1795625e-01   2.8884098e-01   2.5303727e-01  -3.6624173e-03           3.3272500e-01   6.1165957e-01   5.8096753e-01  -1.1758776e-02
   3.6360625e-01   6.6591554e-01   4.5587707e-01   1.1858101e-03           2.2336250e-01   7.1670552e-01   7.2653895e-01  -6.2913621e-03
   6.3886250e-01   4.3136812e-01   3.2300814e-01  -3.8753623e-04           6.0495625e-01   3.4117015e-01   4.1164960e-01   5.6826149e-03
   2.6605000e-01   6.9032611e-01   6.8282454e-01  -2.4292107e-02           3.3203125e-01   5.7780260e-01   6.0162896e-01  -1.4480331e-02
   5.4866250e-01   4.3379356e-01   4.6686252e-01   3.3282512e-02           2.0038125e-01   7.5102232e-01   7.3957606e-01   8.3951571e-03
   7.7757500e-01   2.8600004e-01   2.8186031e-01   1.9340462e-02           6.7137500e-01   3.4590419e-01   3.3612539e-01  -1.4584715e-04
   7.4161875e-01   2.7984508e-01   3.4620250e-01  -2.9612045e-04           2.6385000e-01   6.1750956e-01   6.9357823e-01  -2.1193786e-02
   5.9951250e-01   4.8160241e-01   3.1589891e-01   1.7156536e-06           5.2030625e-01   4.4898257e-01   4.3686553e-01   3.7755242e-02
   5.6774375e-01   4.0675191e-01   3.7707642e-01  -7.0011672e-03           5.2940625e-01   4.3927129e-01   4.3360926e-01   1.4665119e-02
   5.3420625e-01   5.1949108e-01   3.5110624e-01  -4.0131867e-03           5.7921250e-01   4.0806976e-01   4.3255318e-01   4.2151261e-02
   7.7843125e-01   2.8185746e-01   2.7505733e-01   1.3003704e-02           2.4810625e-01   7.1685099e-01   6.7883039e-01   1.7206080e-02
   7.2336875e-01   2.7155780e-01   3.8871642e-01  -1.8292623e-03           6.9393750e-01   3.0618864e-01   3.4379577e-01   5.4325185e-03
   4.2588750e-01   5.5990164e-01   4.6882942e-01  -2.6529803e-02           4.4154375e-01   4.4787884e-01   5.5759509e-01  -1.5080574e-02
   5.8525625e-01   4.4134300e-01   3.5390764e-01  -5.3665386e-03           3.2585000e-01   5.9302180e-01   6.1571596e-01   2.3342798e-02
   3.0693750e-01   6.1635030e-01   6.8221163e-01  -2.4598635e-02           2.5426250e-01   6.6173484e-01   7.0187797e-01   3.5797327e-03
   6.2826875e-01   4.3986540e-01   3.2701857e-01  -2.7487335e-03           3.0290625e-01   6.1576549e-01   6.4341884e-01   1.5991569e-02
   5.1001250e-01   5.3470023e-01   4.0426466e-01   1.5582630e-02           2.4500000e-01   6.7052810e-01   7.2409272e-01  -2.1242904e-02
   6.9461875e-01   4.1923848e-01   2.7655951e-01   5.0982166e-05           4.1578750e-01   5.1807342e-01   5.5494848e-01  -2.7313957e-03
   8.0124375e-01   3.1749553e-01   2.6243971e-01   1.9160289e-04           5.5392500e-01   4.1116541e-01   4.3466986e-01   5.3291936e-03
   7.3570000e-01   2.8358457e-01   3.5656765e-01   8.0645492e-03           2.5637500e-01   6.4606883e-01   7.0544841e-01   4.0029895e-02
   2.4930000e-01   7.0528671e-01   7.1186317e-01   4.4894952e-03           7.5088125e-01   3.0203176e-01   2.9154239e-01  -1.0777856e-03
   7.3447500e-01   3.0255068e-01   3.2602662e-01  -3.2673104e-03           5.3743750e-01   4.6599826e-01   3.8940315e-01   5.1115592e-03
   5.9463125e-01   5.0208386e-01   3.1234989e-01  -1.5671938e-04           4.0151250e-01   4.8087951e-01   5.8940551e-01  -1.2966912e-02
   4.8181250e-01   4.5800080e-01   4.2335254e-01  -9.5763135e-03           3.4706250e-01   5.7608281e-01   6.1461113e-01  -1.4898938e-02
   5.6816875e-01   3.4950917e-01   4.9226174e-01   1.2050698e-02           6.4321250e-01   3.6397521e-01   3.4776602e-01   1.9403495e-03
   3.9103125e-01   6.0762162e-01   5.4933168e-01  -9.9235306e-03           4.3717500e-01   5.1864059e-01   4.9475367e-01   9.6820072e-03
   2.6147500e-01   6.8778979e-01   7.1328701e-01  -6.5191463e-03           6.8848750e-01   3.3239334e-01   3.3561054e-01   2.3099396e-04
   7.5504375e-01   3.1998977e-01   2.8730176e-01  -2.5664535e-04           6.0877500e-01   3.8394368e-01   3.7467528e-01   3.0669795e-02
   4.3850000e-01   4.6939055e-01   5.9675782e-01   1.6462128e-03           2.0466250e-01   7.3798335e-01   7.3121636e-01  -4.4335793e-03
   2.4152500e-01   7.2354486e-01   7.0410146e-01  -5.2501562e-03           7.1713125e-01   3.1148480e-01   3.1809141e-01  -1.5897171e-02
   3.7788125e-01   6.1708263e-01   5.5480170e-01  -3.5996077e-03           6.4031250e-01   3.6711384e-01   3.4014452e-01  -7.2050204e-03
   7.2597500e-01   3.1547580e-01   3.1789338e-01   1.1609871e-02           6.3511875e-01   3.6976379e-01   3.6016670e-01   5.1566470e-03
   2.8296875e-01   7.0461491e-01   6.3746593e-01   4.0944927e-03           6.9911250e-01   3.4052978e-01   3.2231944e-01  -5.6861394e-03
   7.2912500e-01   3.6141939e-01   2.7005632e-01  -5.2529999e-04           4.3170000e-01   5.5659892e-01   4.7862788e-01   9.4009518e-03
   3.5780625e-01   6.0960562e-01   5.8751524e-01  -2.7563226e-03           2.1585625e-01   7.2343421e-01   7.1837149e-01   2.6106216e-02
   3.8361250e-01   5.8422513e-01   5.7780714e-01  -3.3551343e-03           3.2621250e-01   5.8846952e-01   6.0819061e-01   6.3995834e-02
   5.1073750e-01   5.1463905e-01   3.9848887e-01   1.7087871e-03           7.7860625e-01   2.8865423e-01   2.8564709e-01   2.4438464e-03
   4.0170625e-01   5.5788946e-01   5.6335966e-01  -1.1175753e-02           5.1508750e-01   4.7345203e-01   4.2047043e-01   5.7898609e-03
   8.0485625e-01   2.7775943e-01   2.6995539e-01  -7.7522394e-03           2.2720625e-01   7.2743972e-01   6.7965466e-01  -6.9408654e-03
   5.7774375e-01   4.0286767e-01   4.0723343e-01   1.9488817e-02           7.9405000e-01   2.7836875e-01   2.8703676e-01   2.9197430e-03
   7.4535000e-01   2.9126007e-01   3.1601131e-01  -1.0865066e-02           7.3698750e-01   2.8686449e-01   3.0918188e-01   2.9149353e-03
   5.1521250e-01   4.4909945e-01   5.0513015e-01   5.9468740e-03           2.3655625e-01   7.2103521e-01   7.0482342e-01  -1.2634334e-02
   3.4217500e-01   6.3471725e-01   5.8410885e-01  -5.6464679e-03           6.4188125e-01   3.7584537e-01   3.4440518e-01  -2.2789522e-02
   4.5203750e-01   5.6120268e-01   4.7980869e-01  -1.4403086e-02           7.4116250e-01   3.0889956e-01   2.9531034e-01   6.5993970e-03
   7.6973750e-01   2.8321059e-01   2.8764032e-01  -4.9564025e-03           6.6530000e-01   3.7021630e-01   3.3119704e-01   1.2341514e-02
   2.6341250e-01   7.0863756e-01   6.7881972e-01   9.3819327e-03           3.3987500e-01   6.2592079e-01   5.8178714e-01  -9.8130338e-04
   3.2536875e-01   6.1104014e-01   6.0786319e-01  -1.1384748e-02           1.9938125e-01   7.2606357e-01   7.7789776e-01   1.7639878e-02
   5.0615625e-01   4.6244053e-01   4.5950599e-01  -8.8076766e-04           6.0236875e-01   3.6831233e-01   4.0856750e-01   8.3546310e-03
   2.3601250e-01   7.0861151e-01   7.2527978e-01  -5.8988430e-03           7.8933125e-01   2.8373129e-01   2.7372580e-01   7.1636099e-03
   6.9246250e-01   2.8531040e-01   3.9767900e-01  -5.6237922e-03           3.2421875e-01   6.3087188e-01   6.0050198e-01   1.7120537e-03
   5.5160625e-01   3.7851823e-01   4.5973476e-01  -5.7870344e-03           2.6813750e-01   6.5141075e-01   6.5810555e-01  -1.0785127e-03
   6.6445625e-01   3.2271831e-01   3.7167808e-01  -6.1417994e-04           8.2088125e-01   2.6586312e-01   2.7099068e-01  -4.2864273e-03
   4.8383750e-01   4.3839185e-01   5.2357201e-01   1.0905052e-02           5.8903750e-01   3.8511411e-01   4.2854943e-01   1.0856205e-02
   7.8449375e-01   3.3315037e-01   2.6029030e-01   5.8196685e-03           4.4303125e-01   5.2104546e-01   4.6298111e-01  -6.7760031e-04
   7.4324375e-01   3.4710807e-01   2.7426473e-01   3.2028369e-03           6.9530625e-01   3.1606255e-01   3.4359767e-01  -4.3948656e-03
   7.2008125e-01   3.3561622e-01   2.8706163e-01   1.3973619e-02           6.1610625e-01   3.9478850e-01   3.6174380e-01   5.1014645e-03
   4.9255000e-01   5.4941447e-01   4.3260101e-01   3.9659083e-03           6.1364375e-01   3.8182109e-01   3.7647410e-01  -1.6890578e-02
   5.1521875e-01   4.6728900e-01   4.8032913e-01  -1.4257575e-02           5.4564375e-01   4.3646939e-01   4.0933104e-01   6.6571777e-04
   7.4880000e-01   2.9812600e-01   3.2561407e-01  -3.3615491e-04           4.3506875e-01   4.5901835e-01   5.2339248e-01  -6.2508021e-03
   6.0734375e-01   3.9829637e-01   3.7611771e-01   2.1619237e-03           3.3270625e-01   6.3659102e-01   6.1065191e-01   1.0651027e-02
   4.8572500e-01   5.1783331e-01   4.4021903e-01   1.2854552e-02           2.5535625e-01   6.8677270e-01   6.7452830e-01  -9.1143811e-03
   6.3655625e-01   4.4055193e-01   3.1049736e-01  -3.6784989e-04           4.0066875e-01   5.0750548e-01   5.5734325e-01   7.9170295e-03
   6.2986875e-01   2.9278951e-01   4.8079397e-01   2.5554168e-04           5.8921250e-01   4.0226576e-01   3.9000441e-01   1.4784719e-03
   4.4058750e-01   5.1987128e-01   5.0959195e-01  -6.5314398e-03           3.0899375e-01   5.7616610e-01   6.6871800e-01  -1.1462607e-02
   5.7310625e-01   4.7078676e-01   3.4409735e-01  -3.9384257e-03           2.2524375e-01   7.3773062e-01   7.1534940e-01   1.4900835e-02
   5.2535625e-01   5.4234843e-01   3.5876680e-01   4.6145861e-03           6.1859375e-01   3.8570476e-01   3.7690020e-01  -1.1460565e-02
   7.3521875e-01   3.3744960e-01   2.8889406e-01   1.1181119e-02           7.6588125e-01   3.0380145e-01   2.8394783e-01   5.7398209e-04
   3.4158125e-01   6.2163646e-01   6.0236722e-01  -1.8554096e-02           6.7390000e-01   3.5532622e-01   3.1980517e-01   2.4151441e-03
   2.4588750e-01   6.7708637e-01   7.4229850e-01   2.5528557e-03           4.9408125e-01   4.4405389e-01   4.9853536e-01   1.9217333e-02
   8.0917500e-01   2.6991984e-01   2.6677213e-01   1.5950651e-02           4.2338750e-01   5.3458608e-01   5.3199830e-01  -9.1069858e-03
   7.1875625e-01   3.2317900e-01   3.0150655e-01   2.8268556e-04           6.9339375e-01   3.1357048e-01   3.6411136e-01  -3.5559335e-03
   5.4659375e-01   3.6360744e-01   4.9054720e-01   7.9468298e-04           7.7586250e-01   2.8328786e-01   2.8505285e-01  -1.5894241e-03
   3.3105625e-01   6.4053444e-01   6.1628586e-01   2.0342302e-02           6.5346875e-01   3.6814890e-01   3.3627745e-01  -3.4233617e-03
   7.0565000e-01   3.4080085e-01   3.2746663e-01  -2.0225555e-02           5.4495625e-01   4.4081436e-01   3.7369707e-01   8.2918727e-04
   3.0221875e-01   6.3343157e-01   6.6721794e-01   1.3388162e-03           7.2250625e-01   3.0818799e-01   3.2981998e-01   1.3627759e-02
   7.7573125e-01   3.0736444e-01   2.6976550e-01   8.3247992e-04           2.1776875e-01   7.3564178e-01   7.3340201e-01  -1.4604485e-02
   7.7220000e-01   2.7983156e-01   3.1875819e-01  -4.8678995e-03           4.6678125e-01   4.5893983e-01   5.0421639e-01  -9.7682437e-03
   6.6715000e-01   3.1219810e-01   3.7115386e-01  -3.1101725e-03           3.8863125e-01   5.5945677e-01   5.5067334e-01  -1.1076897e-02
